run_id	commit	canvas_type	compile_ms	render_960_ms	render_33_wall_ms	encode_ms	ocr_similarity	resize_consistency	temporal_consistency	status	description
20260424T205231702725Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-016-pan036-clip05-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45262.186	48.010	358.374	481.768	0.4025	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205231919086Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-010-pan024-clip05-seed2-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45288.386	15.195	362.096	275.723	0.4792	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205232179582Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-010-pan024-freq12-clip05-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45890.240	15.576	384.162	280.503	0.4260	0.9999	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205232202630Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-010-pan024-clip1-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45320.970	15.607	359.123	325.768	0.4607	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205232867951Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-014-pan030-clip05-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45326.189	15.480	353.103	270.903	0.5000	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T205232600336Z-c2-lite-glyph-static-layout-independent-regions-c44-regions-006-pan018-clip05-1536x864-s5500	61c927a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45311.254	14.628	349.120	256.585	0.4469	1.0000	1.0000	near_miss	C4.4 neural canvas: stable content with independent coarse regions moving on separate timelines
20260424T210149133376Z-c2-lite-glyph-independent-field-c45-learned-field-008-flow08-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	44867.448	14.362	302.474	262.690	0.2289	0.9999	0.9948	near_miss	C4.5 neural canvas: learned independent region field from x,y,t
20260424T210149412738Z-c2-lite-glyph-independent-field-c45-learned-field-006-flow06-freq12-clip05-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	42318.607	13.978	262.083	250.793	0.6036	0.9999	0.9966	near_miss	C4.5 neural canvas: learned independent region field from x,y,t
20260424T210149530881Z-c2-lite-glyph-static-layout-independent-field-c45-field-014-pan036-clip05-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45333.735	15.397	324.927	263.353	0.6912	1.0000	1.0000	near_miss	C4.5 neural canvas: stable content with smooth independent region field
20260424T210149733451Z-c2-lite-glyph-static-layout-independent-field-c45-field-010-pan024-clip05-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45257.495	14.792	325.407	259.356	0.7818	1.0000	1.0000	near_miss	C4.5 neural canvas: stable content with smooth independent region field
20260424T210149594507Z-c2-lite-glyph-independent-field-c45-learned-field-006-flow06-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45229.776	14.530	302.383	260.133	0.6161	0.9999	0.9969	near_miss	C4.5 neural canvas: learned independent region field from x,y,t
20260424T210149185798Z-c2-lite-glyph-static-layout-independent-field-c45-field-014-pan030-clip05-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45219.158	16.031	325.269	267.893	0.6912	1.0000	1.0000	near_miss	C4.5 neural canvas: stable content with smooth independent region field
20260424T210149392673Z-c2-lite-glyph-static-layout-independent-field-c45-field-006-pan018-clip05-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45324.010	15.668	325.219	256.116	0.7892	1.0000	1.0000	near_miss	C4.5 neural canvas: stable content with smooth independent region field
20260424T210149490194Z-c2-lite-glyph-independent-field-c45-learned-field-004-flow04-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45604.039	14.958	302.684	246.018	0.6393	1.0000	0.9975	near_miss	C4.5 neural canvas: learned independent region field from x,y,t
20260424T210149614587Z-c2-lite-glyph-static-layout-independent-field-c45-field-010-pan024-clip05-seed1-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45264.772	14.651	325.016	276.342	0.8165	1.0000	1.0000	near_miss	C4.5 neural canvas: stable content with smooth independent region field
20260424T210149155525Z-c2-lite-glyph-independent-field-c45-learned-field-006-flow06-clip05-1536x864-s5500	d0d98e4	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	46888.947	14.023	302.593	245.948	0.5688	0.9999	0.9966	near_miss	C4.5 neural canvas: learned independent region field from x,y,t
20260424T211157654547Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan060-freq12-clip05-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45942.673	16.071	350.985	257.456	0.4977	0.9999	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T211157899371Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan060-clip05-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45132.063	15.428	325.086	278.044	0.4700	1.0000	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T211157893433Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan045-clip05-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45192.400	14.662	325.302	250.079	0.6606	1.0000	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T211159137230Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan030-clip05-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45218.162	14.528	325.266	247.639	0.6948	1.0000	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T211158316445Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan075-clip05-seed1-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45244.386	15.930	325.788	254.649	0.3385	1.0000	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T211158691057Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan090-clip05-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45175.242	14.622	325.570	260.704	0.2347	1.0000	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T211158390585Z-c2-lite-glyph-independent-translate-c46-learned-translate-006-s7000-1536x864-s7000	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	53055.622	13.856	247.119	269.161	0.3140	0.9999	0.9960	near_miss	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T211158020118Z-c2-lite-glyph-independent-translate-c46-learned-translate-004-s7000-1536x864-s7000	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	60202.432	16.224	302.908	324.258	0.3892	0.9999	0.9965	near_miss	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T211158662431Z-c2-lite-glyph-independent-translate-c46-learned-translate-008-s7000-1536x864-s7000	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	59128.743	15.091	302.270	256.584	0.1707	0.9998	0.9937	near_miss	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T211157660917Z-c2-lite-glyph-static-layout-independent-translate-c46-translate-pan075-clip05-1536x864-s5500	aed75f7	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45370.191	129.078	325.612	580.133	0.4375	1.0000	1.0000	near_miss	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T221428914756Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-085-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	78753.304	14.398	302.389	257.313	0.4663	0.9995	0.9993	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221427877561Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-100-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	78410.034	14.801	302.129	248.821	0.3660	0.9995	0.9991	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221430931866Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-100-freq12-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	79745.512	15.907	327.957	258.524	0.4403	0.9995	0.9992	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221429920318Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-070-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	79071.557	14.023	302.541	280.971	0.3043	0.9995	0.9991	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221426786744Z-c2-lite-text-layout-reflow-c47-layout-reflow-100-textw-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	83517.892	14.789	301.761	271.437	0.4025	0.9994	0.9994	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221429061044Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-100-cosine-s10000-1536x864-s10000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	87246.972	13.940	302.203	261.278	0.4025	0.9995	0.9992	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221429980117Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-100-lr007-s10000-1536x864-s10000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	87519.236	15.847	303.436	266.825	0.4422	0.9995	0.9979	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221428606391Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-100-c24h128-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	113580.941	17.113	379.632	259.557	0.3709	0.9995	0.9988	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221430823861Z-c2-lite-text-layout-reflow-c47-layout-reflow-100-textw-c24h128-s10000-1536x864-s10000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	129631.394	17.147	379.464	243.375	0.3867	0.9995	0.9992	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221427468967Z-c2-lite-glyph-layout-reflow-c47-layout-reflow-100-c32h160-s10000-1536x864-s10000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	142683.123	17.182	374.427	246.305	0.5193	0.9996	0.9989	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T221943083396Z-c2-lite-glyph-static-layout-independent-translate-c47-translate-pan040-clip05-1536x864-s5500	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	45221.141	14.871	325.100	247.183	0.6697	1.0000	1.0000	pass	C4.6 neural canvas: stable content with smooth independent region translation field
20260424T221943383795Z-c2-lite-glyph-independent-translate-c47-learned-translate-0035-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	78050.798	15.302	303.223	262.184	0.5222	1.0000	0.9966	near_miss	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T221942950432Z-c2-lite-glyph-independent-translate-c47-learned-translate-004-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	76717.736	14.716	302.587	271.094	0.2738	0.9999	0.9942	near_miss	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T221943084480Z-c2-lite-glyph-independent-translate-c47-learned-translate-0045-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	76770.256	15.369	302.542	254.320	0.3229	0.9999	0.9950	near_miss	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T221943074617Z-c2-lite-glyph-independent-sprite-translate-c47-sprite-translate-004-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	71129.503	136.702	246.892	483.701	0.1783	0.9998	0.9958	near_miss	C4.7 neural canvas: learned independent sprite translation from x,y,t
20260424T221943694545Z-c2-lite-text-independent-translate-c47-learned-translate-004-textw-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	73890.708	126.390	247.303	582.093	0.4456	1.0000	0.9945	pass	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T221944078466Z-c2-lite-text-independent-sprite-translate-c47-sprite-translate-004-textw-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	84283.256	15.895	302.152	266.940	0.1067	0.9997	0.9954	near_miss	C4.7 neural canvas: learned independent sprite translation from x,y,t
20260424T221942904851Z-c2-lite-glyph-independent-sprite-translate-c47-sprite-translate-0035-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	79705.390	15.346	302.935	261.770	0.1497	0.9997	0.9926	near_miss	C4.7 neural canvas: learned independent sprite translation from x,y,t
20260424T221942834445Z-c2-lite-glyph-independent-sprite-translate-c47-sprite-translate-004-c24h128-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	101890.042	15.198	320.899	249.059	0.2069	0.9997	0.9954	near_miss	C4.7 neural canvas: learned independent sprite translation from x,y,t
20260424T221943036905Z-c2-lite-glyph-independent-translate-c47-learned-translate-004-c24h128-s9000-1536x864-s9000	4e33831	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	112876.596	17.124	380.055	243.934	0.4100	0.9999	0.9962	pass	C4.6 neural canvas: learned independent region translation from x,y,t
20260424T225859712097Z-c2-lite-text-layout-reflow-c48-layout-reflow-100-textw-strong-s11000-1536x864-s11000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	101244.223	15.326	302.353	278.841	0.4444	0.9995	0.9996	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225858703493Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-train1920-c24h128-s10000-1920x1088-s10000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	160198.511	17.253	382.991	251.383	0.4739	0.9995	0.9991	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225858925669Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-c32h160-lr007-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	172107.176	16.784	374.506	248.591	0.4557	0.9995	0.9989	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225858617928Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-c32h160-cosine-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	198241.259	19.671	451.951	265.821	0.4151	0.9995	0.9991	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225859003863Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-c32h160-edge16-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	197777.397	20.328	451.923	248.237	0.4455	0.9995	0.9992	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225859481792Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-c32h160-freq12-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	200589.536	19.847	472.805	254.962	0.4079	0.9996	0.9992	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225859166966Z-c2-lite-text-layout-reflow-c48-layout-reflow-100-c32h160-textw-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	200275.004	20.668	452.080	299.004	0.4277	0.9995	0.9994	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225859430335Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-c32h160-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	199067.791	19.124	452.330	256.007	0.4528	0.9995	0.9993	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225858914575Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-train1920-c32h160-s10000-1920x1088-s10000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	208364.501	19.529	456.730	249.415	0.4706	0.9995	0.9985	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T225859348206Z-c2-lite-glyph-layout-reflow-c48-layout-reflow-100-c40h192-s12000-1536x864-s12000	1c4ae8a	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	243922.667	22.476	548.769	269.806	0.4025	0.9995	0.9988	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231335814206Z-c2-lite-glyph-layout-reflow-c49-reflow-target-mid80-c32h160-s12000-1536x864-s12000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	194271.687	12.623	374.113	264.369	0.4500	0.9995	0.9973	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231337184596Z-c2-lite-glyph-layout-reflow-c49-reflow-target-lr007-c32h160-s12000-1536x864-s12000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	194351.442	11.724	374.112	245.092	0.4198	0.9995	0.9980	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231337010466Z-c2-lite-glyph-layout-reflow-c49-reflow-target-train1920-c24h128-s11000-1920x1088-s11000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	197918.541	12.017	383.157	310.861	0.4568	0.9994	0.9982	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231333802689Z-c2-lite-glyph-layout-reflow-c49-reflow-target-train1920-c32h160-s11000-1920x1088-s11000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	218422.503	11.850	377.878	253.744	0.5497	0.9994	0.9981	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231335109582Z-c2-lite-glyph-layout-reflow-c49-reflow-target-time6-c32h160-s12000-1536x864-s12000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	223484.738	14.936	479.820	248.361	0.4267	0.9994	0.9975	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231337679272Z-c2-lite-text-layout-reflow-c49-reflow-target-textw-c32h160-s12000-1536x864-s12000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	224186.804	14.120	452.474	253.192	0.4625	0.9991	0.9992	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231336511693Z-c2-lite-glyph-layout-reflow-c49-reflow-target-edge18-c32h160-s12000-1536x864-s12000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	221314.537	14.093	451.769	254.784	0.4780	0.9995	0.9981	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231335864143Z-c2-lite-glyph-layout-reflow-c49-reflow-target-mid60-c32h160-s12000-1536x864-s12000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	221247.103	14.038	451.783	257.846	0.4875	0.9994	0.9978	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231334946510Z-c2-lite-glyph-layout-reflow-c49-reflow-target-b196-c32h160-s10000-1536x864-s10000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	242935.046	14.107	453.597	414.334	0.5761	0.9995	0.9981	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T231334082957Z-c2-lite-glyph-layout-reflow-c49-reflow-target-mid60-c32h160-s14000-1536x864-s14000	f5ca3b9	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	256678.915	14.167	451.747	273.145	0.5714	0.9994	0.9984	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118441514Z-c2-lite-glyph-layout-reflow-c50-reflow-ablate-target-weight-only-1536x864-s10000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	158613.081	11.705	374.235	245.832	0.5000	0.9994	0.9984	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118854215Z-c2-lite-glyph-layout-reflow-c50-reflow-ablate-midtime-only-1536x864-s10000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	166147.137	14.258	452.125	283.515	0.4767	0.9995	0.9982	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232119088528Z-c2-lite-glyph-layout-reflow-c50-reflow-ablate-target-sample-only-1536x864-s10000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	171075.294	14.202	453.055	270.841	0.4277	0.9995	0.9977	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118762326Z-c2-lite-glyph-layout-reflow-c50-reflow-target-clip1-c32h160-s11000-1536x864-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	202630.676	14.132	451.921	256.101	0.4267	0.9995	0.9982	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118732480Z-c2-lite-glyph-layout-reflow-c50-reflow-target-cosine-c32h160-s11000-1536x864-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	202493.729	14.110	451.963	268.810	0.4906	0.9994	0.9977	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118955832Z-c2-lite-text-layout-reflow-c50-reflow-target-train1920-textw-c24h128-s11000-1920x1088-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-text-box-weighted	205700.702	11.996	383.457	247.880	0.4750	0.9992	0.9986	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232117944864Z-c2-lite-glyph-layout-reflow-c50-reflow-target-freq12-c32h160-s11000-1536x864-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	203983.472	14.747	473.875	260.068	0.3553	0.9993	0.9975	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118136019Z-c2-lite-glyph-layout-reflow-c50-reflow-target-mid90n-c32h160-s11000-1536x864-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	202805.132	14.179	451.844	275.738	0.4654	0.9993	0.9976	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118126880Z-c2-lite-glyph-layout-reflow-c50-reflow-target-c40h192-s11000-1536x864-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	213752.810	14.187	457.228	265.471	0.4431	0.9995	0.9975	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232118270977Z-c2-lite-glyph-layout-reflow-c50-reflow-target-mid40-c32h160-s11000-1536x864-s11000	c50-local-target-ablations	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	202496.046	16.194	452.103	248.903	0.4500	0.9995	0.9983	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749554023Z-c2-lite-glyph-layout-reflow-c51-reflow-weightonly-b196-c32h160-s10000-1536x864-s10000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	239159.130	14.136	453.338	292.329	0.5023	0.9995	0.9989	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749705771Z-c2-lite-glyph-layout-reflow-c51-reflow-target-b196-c32h160-s10000-seed1-1536x864-s10000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	242791.496	14.080	453.399	253.242	0.4500	0.9995	0.9980	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749627432Z-c2-lite-glyph-layout-reflow-c51-reflow-target-b196-c32h160-s12000-1536x864-s12000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	253487.035	11.742	374.424	247.119	0.4860	0.9995	0.9988	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749627804Z-c2-lite-glyph-layout-reflow-c51-reflow-weightonly-c32h160-s14000-1536x864-s14000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	252134.714	14.029	451.472	253.975	0.5614	0.9994	0.9984	pass	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749518093Z-c2-lite-glyph-layout-reflow-c51-reflow-target-b229-c32h160-s10000-1536x864-s10000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	271173.886	14.153	452.583	273.434	0.4596	0.9994	0.9986	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749555388Z-c2-lite-glyph-layout-reflow-c51-reflow-target-mid60-c32h160-s16000-1536x864-s16000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	295653.055	14.067	451.928	239.396	0.4845	0.9994	0.9989	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749637469Z-c2-lite-glyph-layout-reflow-c51-reflow-target-train1920-c32h160-s13000-1920x1088-s13000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	295354.301	14.282	458.964	253.625	0.4673	0.9994	0.9977	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749530025Z-c2-lite-glyph-layout-reflow-c51-reflow-target-mid60-c32h160-s18000-1536x864-s18000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	331416.537	14.037	451.618	254.926	0.4845	0.9994	0.9989	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749543580Z-c2-lite-glyph-layout-reflow-c51-reflow-target-b196-c32h160-s14000-1536x864-s14000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	340855.575	14.215	453.485	335.176	0.5238	0.9995	0.9990	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
20260424T232749775090Z-c2-lite-glyph-layout-reflow-c51-reflow-target-train1920-c32h160-s15000-1920x1088-s15000	3409801	time-conditioned-latent-feature-grid-learned-flow-mlp-glyph-weighted	340087.601	14.216	456.359	256.848	0.4875	0.9995	0.9987	near_miss	C4.7 neural canvas: learned full page layout reflow from x,y,t
